1;Malaysia;Chocolate Chip;1138;5690.0;2276.0;3414.0;December;Tuesday;1/12/2020
2;Malaysia;Chocolate Chip;1084;5420.0;2168.0;3252.0;December;Tuesday;1/12/2020
3;United States;White Chocolate Macadamia Nut;1372;8232.0;3773.0;4459.0;December;Tuesday;1/12/2020
4;Malaysia;Chocolate Chip;1362;6810.0;2724.0;4086.0;December;Tuesday;1/12/2020
5;Malaysia;Fortune Cookie;2157;2157.0;431.0;1726.0;December;Tuesday;1/12/2020
6;Malaysia;Fortune Cookie;1138;1138.0;228.0;910.0;December;Tuesday;1/12/2020
7;Malaysia;Chocolate Chip;1233;6165.0;2466.0;3699.0;December;Tuesday;1/12/2020
8;United States;White Chocolate Macadamia Nut;914;5484.0;2514.0;2970.0;December;Tuesday;1/12/2020
9;Malaysia;White Chocolate Macadamia Nut;1084;6504.0;2981.0;3523.0;December;Tuesday;1/12/2020
10;Malaysia;Sugar;1233;3699.0;1541.0;2158.0;December;Tuesday;1/12/2020
11;Malaysia;Sugar;521;1563.0;651.0;912.0;December;Tuesday;1/12/2020
12;Malaysia;White Chocolate Macadamia Nut;635;3810.0;1746.0;2064.0;December;Tuesday;1/12/2020
13;United States;Chocolate Chip;274;1370.0;548.0;822.0;December;Tuesday;1/12/2020
14;United States;Chocolate Chip;2663;13315.0;5326.0;7989.0;December;Tuesday;1/12/2020
15;United States;Chocolate Chip;2797;13985.0;5594.0;8391.0;December;Tuesday;1/12/2020
16;Philippines;Chocolate Chip;1706;8530.0;3412.0;5118.0;December;Tuesday;1/12/2020
17;Philippines;Chocolate Chip;1513;7565.0;3026.0;4539.0;December;Tuesday;1/12/2020
18;Malaysia;White Chocolate Macadamia Nut;635;3810.0;1746.0;2064.0;December;Tuesday;1/12/2020
19;United States;Sugar;570;1710.0;712.0;998.0;December;Tuesday;1/12/2020
20;Philippines;Chocolate Chip;1013;5065.0;2026.0;3039.0;December;Tuesday;1/12/2020
21;United States;Sugar;2663;7989.0;3329.0;4660.0;December;Tuesday;1/12/2020
22;Philippines;Chocolate Chip;1531;7655.0;3062.0;4593.0;December;Tuesday;1/12/2020
23;Malaysia;White Chocolate Macadamia Nut;1084;6504.0;2981.0;3523.0;December;Tuesday;1/12/2020
24;Malaysia;Snickerdoodle;1362;5448.0;2043.0;3405.0;December;Tuesday;1/12/2020
25;Malaysia;Oatmeal Raisin;2157;10785.0;4745.0;6040.0;December;Tuesday;1/12/2020
26;Malaysia;Oatmeal Raisin;635;3175.0;1397.0;1778.0;December;Tuesday;1/12/2020
27;Malaysia;Snickerdoodle;521;2084.0;782.0;1302.0;December;Tuesday;1/12/2020
28;Malaysia;Sugar;1233;3699.0;1541.0;2158.0;December;Tuesday;1/12/2020
29;Malaysia;Sugar;521;1563.0;651.0;912.0;December;Tuesday;1/12/2020
30;United Kingdom;Oatmeal Raisin;853;4265.0;1877.0;2388.0;December;Tuesday;1/12/2020
31;Malaysia;Snickerdoodle;521;2084.0;782.0;1302.0;December;Tuesday;1/12/2020
32;India;Oatmeal Raisin;1916;9580.0;4215.0;5365.0;December;Tuesday;1/12/2020
33;India;Fortune Cookie;2300;2300.0;460.0;1840.0;December;Tuesday;1/12/2020
34;United States;Oatmeal Raisin;615;3075.0;1353.0;1722.0;December;Tuesday;1/12/2020
35;India;Snickerdoodle;2852;11408.0;4278.0;7130.0;December;Tuesday;1/12/2020
36;India;Sugar;2729;8187.0;3411.0;4776.0;December;Tuesday;1/12/2020
37;India;Sugar;1817;5451.0;2271.0;3180.0;December;Tuesday;1/12/2020
38;India;Snickerdoodle;2300;9200.0;3450.0;5750.0;December;Tuesday;1/12/2020
39;United States;Oatmeal Raisin;1372;6860.0;3018.0;3842.0;December;Tuesday;1/12/2020
40;India;Chocolate Chip;1817;9085.0;3634.0;5451.0;December;Tuesday;1/12/2020
41;United States;Snickerdoodle;274;1096.0;411.0;685.0;December;Tuesday;1/12/2020
42;United States;Snickerdoodle;570;2280.0;855.0;1425.0;December;Tuesday;1/12/2020
43;India;Chocolate Chip;1916;9580.0;3832.0;5748.0;December;Tuesday;1/12/2020
44;India;Chocolate Chip;2431;12155.0;4862.0;7293.0;December;Tuesday;1/12/2020
45;India;Chocolate Chip;2729;13645.0;5458.0;8187.0;December;Tuesday;1/12/2020
46;India;Chocolate Chip;2852;14260.0;5704.0;8556.0;December;Tuesday;1/12/2020
47;United States;Fortune Cookie;615;615.0;123.0;492.0;December;Tuesday;1/12/2020
48;Malaysia;Fortune Cookie;2157;2157.0;431.0;1726.0;December;Tuesday;1/12/2020
49;Malaysia;Fortune Cookie;1138;1138.0;228.0;910.0;December;Tuesday;1/12/2020
50;Malaysia;Oatmeal Raisin;635;3175.0;1397.0;1778.0;December;Tuesday;1/12/2020
51;Malaysia;Snickerdoodle;1362;5448.0;2043.0;3405.0;December;Tuesday;1/12/2020
52;Malaysia;Oatmeal Raisin;2157;10785.0;4745.0;6040.0;December;Tuesday;1/12/2020
53;United States;Chocolate Chip;914;4570.0;1828.0;2742.0;December;Tuesday;1/12/2020
54;Malaysia;Chocolate Chip;1233;6165.0;2466.0;3699.0;December;Tuesday;1/12/2020
55;India;White Chocolate Macadamia Nut;1582;9492.0;4350.0;5142.0;December;Tuesday;1/12/2020
56;India;White Chocolate Macadamia Nut;2431;14586.0;6685.0;7901.0;December;Tuesday;1/12/2020
57;India;Sugar;1582;4746.0;1978.0;2768.0;December;Tuesday;1/12/2020
58;United States;Fortune Cookie;2797;2797.0;559.0;2238.0;December;Tuesday;1/12/2020
59;Malaysia;Chocolate Chip;1362;6810.0;2724.0;4086.0;December;Tuesday;1/12/2020
60;Malaysia;Chocolate Chip;1138;5690.0;2276.0;3414.0;December;Tuesday;1/12/2020
61;Malaysia;Chocolate Chip;1084;5420.0;2168.0;3252.0;December;Tuesday;1/12/2020
62;United Kingdom;Oatmeal Raisin;853;4265.0;1877.0;2388.0;December;Tuesday;1/12/2020
63;United Kingdom;Oatmeal Raisin;2072;10360.0;4558.0;5802.0;December;Tuesday;1/12/2020
64;United Kingdom;Fortune Cookie;2072;2072.0;414.0;1658.0;December;Tuesday;1/12/2020
65;United Kingdom;Snickerdoodle;2155;8620.0;3232.0;5388.0;December;Tuesday;1/12/2020
66;United Kingdom;White Chocolate Macadamia Nut;853;5118.0;2346.0;2772.0;December;Tuesday;1/12/2020
67;United Kingdom;Sugar;2487;7461.0;3109.0;4352.0;December;Tuesday;1/12/2020
68;United Kingdom;Snickerdoodle;2487;9948.0;3730.0;6218.0;December;Tuesday;1/12/2020
69;United Kingdom;Fortune Cookie;1287;1287.0;257.0;1030.0;December;Tuesday;1/12/2020
70;Philippines;White Chocolate Macadamia Nut;1013;6078.0;2786.0;3292.0;December;Tuesday;1/12/2020
71;Philippines;White Chocolate Macadamia Nut;1250;7500.0;3438.0;4062.0;December;Tuesday;1/12/2020
72;Philippines;Sugar;280;840.0;350.0;490.0;December;Tuesday;1/12/2020
73;United Kingdom;Chocolate Chip;2155;10775.0;4310.0;6465.0;December;Tuesday;1/12/2020
74;United Kingdom;Chocolate Chip;293;1465.0;586.0;879.0;December;Tuesday;1/12/2020
75;United Kingdom;Chocolate Chip;1287;6435.0;2574.0;3861.0;December;Tuesday;1/12/2020
76;United Kingdom;Chocolate Chip;1055;5275.0;2110.0;3165.0;December;Tuesday;1/12/2020
77;United Kingdom;Chocolate Chip;1287;6435.0;2574.0;3861.0;December;Tuesday;1/12/2020
78;United Kingdom;Chocolate Chip;1055;5275.0;2110.0;3165.0;December;Tuesday;1/12/2020
79;United Kingdom;Chocolate Chip;2155;10775.0;4310.0;6465.0;December;Tuesday;1/12/2020
80;United Kingdom;Chocolate Chip;293;1465.0;586.0;879.0;December;Tuesday;1/12/2020
